"S.
No.",Detail of Gifts,Name of Recipient,Date,"Assessed
Value",,,,"Retention
cost",retention_cost,,,Remarks,,,
151,One     wrist     watch Officina Del Tempo,"Mr.      Abdul      Hameed.
Controller  News  reporter, PBC",06/07/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
242,One     wrist     watch Officina Del Tempo,"Mr.     Rafaqat     Hussain, Engineer PTV",30/09/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
244,One     wrist     watch Officina Del Tempo,"Ali Imran, Reporter, APP",06/10/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
271,One     wrist     watch Officina Del Tempo,"Mr.  Sohail  Nasir,  Photo- Editor, APPC, Islamabad",26/10/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
34,One   wrist   watch RADO,Mr. Saleem Bokhari,31/01/2003,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
42,One   wrist   watch RADO,Mr. Abdul Hamid,31/01/2003,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
172,"a.  One Dagger
b.  One Photo frame","Mr.   Shaukat   Aziz,   Prime Minister of Pakistan",11/04/2007,"a.  Rs.15,000/-
b.  Rs.3,000/-",  Rs,"15,000",,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
63,One     Wrist     Watch (Michael Mondo),"Mr.  Nazir  Hussain,  Chief of Protocol, Prime Minister
Sectt.",25/08/2008,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
113,One     wrist     watch Officina Del Tempo,"Syed Afzal Hussain Shah, Protocol  Officer,  Foreign
Affairs",29/05/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
125,One     wrist     watch Officina Del Tempo,"Sqd.   Ld.   Anwar   Karim, ADC to the Prime Minister",03/06/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
127,One     wrist     watch Officina Del Tempo,"Mr.     Aurangzeb     Khan, Comptroller      Household
Prime Minister Sectt.",03/06/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
128,One     wrist     watch Officina Del Tempo,"Nazir     Ahmed     Saeed, Protocol  Assistant  Prime
Minister Sectt.",03/06/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
235,One     wrist     watch Officina Del Tempo,"Mr.         Mohsin         Ali, photographer, PID",29/09/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
245,One wrist of Officina Del temp,"Mr.    Muzammil    Ahmed Khan,     Controller     PTV
News, Islamabad",06/10/2004,"Rs. 18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
265,One     wrist     watch Officina Del Tempo,"Mr.   Muhammad   Younas Khan,  Chief  Cameraman,
PTV",23/10/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
270,One     wrist     watch Officina Del Tempo,"Mr. Javed Iqbal Qureshi, Chief  News  Editor,  Urdu
Service, APPC, Islamabad",26/10/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
5,"One   box,   containing locket, finger ring","Syeda  Fiza  Batool  Gilani,
Daughter of Prime Minister Syed Yousaf Raza Gillani",13/02/2012,"Rs.16,000/-","16,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
258,One     Sculpture     Dec. Piece    “Berkutchi    and Tazi”,"Syed Yousaf Raza Gilani, Prime       Minister       of Pakistan",04/10/2011,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
45,One     Glass     kettle (Decorated),"Mr.  Asif  Ali  Zardari, President              of Pakistan",13/04/2009,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
56,"Wrist   watch   gents, Micheal Mondo","Mr.       Adnan       A.
Khawaja,  Chairman, NAVTEC",21/04/2009,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
130,One Silver Bowl,"Mr. Zafar Mahmood, Cabinet Secretary",17/11/2009,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
62,"Camera        Samsung KENOX   S830,   SNB- 2512B  KIT  and  2  GB
SD Card","Mr.   Khalid   Aziz   Babar, Acting  Secretary  Foreign Affairs",25/08/2008,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
31,"a.  One             Beads (Tasbih)   in   18Kt Gold
b.  One       Decoration Piece","President      of      Pakistan, General Pervaiz Musharraf",31/01/2007,"a.  Rs.15,000/-
b.  Rs.3,000/-",  Rs,"15,000",,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
213,One carpet 6’x4’,"Gen   Parvez   Musharaf, President of Pakistan",09/06/2006,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
124,One     wrist     watch Officina Del Tempo,"Major    Gul    Muhammad Saqib,     OSD     (Admn), Prime Minister Sectt.",03/06/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
130,One     wrist     watch Officina Del Tempo,"Mr.        Malik        Arshad Mahmood,                sub.
Inspector,          Gunman,
Prime                Minister’s
Secretariat",03/06/2004,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
46,One   wrist   watch RADO,Mr. Tariq Saleem,31/01/2003,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
92,One    handmade carpet,"General Parvez Musharraf, President
/ Chief Executive of Pakistan",11/04/2002,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
21,A carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",08/11/2005,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
171,Wrist Watch Victoria,Secretary     Ministry     of,17/12/2005,"Rs.18,000/-","18,000",,,"Rs.1,200/-",1200.00,-,,"Amount deposited, gift retained",,,
127,"(a)Two tea pot
(b)One tea set
(c)One shield
(d)Two w/watches
(e)One Scarf",Maj.  Gen.  Ali  Abbas Haider  HI  (M)  S  Bt DGMT,18/10/2015,"(a)Rs.2,000/-
(b)Rs.1,200/- (c)NCV (d)Rs.12,000/-
(e)Rs.400/-","2,000",,,"Rs.1,170/-",1170.00,-,,"Amount deposited, gift retained",,,
124,"a.  A Bowl
b.  A Decorative plate","Begum   Sahiba,   Wife   of
Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",08/06/2005,"a.  Rs.5,200/-
b.  Rs.12,500/-",  Rs,"5,200",,"Rs.1,150/-",1150.00,-,,"Amount deposited, gift retained",,,
306,"a)  Two ladies’ suits,
b)  One carpet,
c)  Four    Cloth    wall","Mr. Shaukat Aziz, Prime Minister of Pakistan",29/09/2006,"a.  Rs.5,000/-
b.  Rs.1,500/-
c.  Rs.4,500/-",  Rs,"5,000",,"Rs.1,125/-",1125.00,-,,"Amount deposited, gift retained",,,
77,"a.  Box containing gold coin & Silver coin
b.  One    book    titled Treasure houses","Mr.    Asif    Ali    Zardari, President of Pakistan",23/10/2008,"a.  Rs.16,000/-
b.  Rs.1,200/-
c.  NCV
d.  Total: -
e.  Rs.17,200/-",  Rs,"16,000",,"Rs.1,080/-",1080.00,-,,"Amount deposited, gift retained",,,
112,"a.  One  Cloth  (table Mat)
b.  One Pair of Stud","Dr. Abdul Hafeez  Sheikh, Minister for Privatization",27/05/2004,"a.       Rs.800/-
b.       Rs.16,240/-",       Rs,800,,"Rs.1,056/-",1056.00,-,,"Amount deposited, gift retained",,,
109,A fountain pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",13/12/2005,"Rs.17,000/-","17,000",,,Rs.1050/-,1050.00,-,,"Amount deposited, gift retained",,,
130,One Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan",22/07/2010,"Rs.17,000/-","17,000",,,"Rs.1,050/-",1050.00,-,,"Amount deposited, gift retained",,,
451,Dinner Set (95 pcs),"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",28/02/2005,"Rs.17,000/-","17,000",,,"Rs.1,050/-",1050.00,-,,"Amount deposited, gift retained",,,
118,"One w/watch (Dynasty)
ladies,  with  ball  pen  & key chain","Wife    of    Admiral    M.
Zakaullah,     Chief     of Naval Staff",06/09/2016,"Rs.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
104,One    Pistol    (9mm) Sr.No.083183,Maj.   Gen.   (R)   Mian Abdul Qayoom,23/07/2015,"Rs.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
81,"(a)One Flower vase
(b)2x Audio CDs","Begum     of     Prime Minister,               Mr.
Muhammad      Nawaz Sharif",22/05/2015,"(a)Rs. 15,000/- (b)NCV","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
145,One Pendant,"Presented  to  First Lady   wife   of   Dr.
Arif Alvi",09/11/2018,"Rs.35,000/-","35,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
24,"One                     Model
(Masjid/Mosque)","Mr.  Muhammad  Nawaz Sharif, Prime Minister",18/02/2016,"Rs.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
2,One carpet,"Mr.  Imran  Khan,  Prime Minister of Pakistan",13/01/2021,"Rs.32,000/-","32,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
23,One  Huawei  Watch  GT 2 Pro,Assistant Director Protocol,30/04/2021,"Rs.32,000/-","32,000",,,Rs.1000/-,1000.00,-,,"Amount deposited, gift retained",,,
16,One W/Watch (Swiss Military) (No.34044),"Lt.     Cdr.     Fahad Usman     Khattak, ADC,       President
Secretariat",14/02/2018,"Rs.35,000/-","35,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
19,One W/Watch (Swiss Military) (No.34044),"Mr.         Saifullah, Protocol  Assistant, President
Secretariat",14/02/2018,"Rs.35,000/-","35,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
20,One W/Watch (Swiss Military) (By Chrono) (No.34044),"SP  Akhtar  Farooq, Security     Officer, Prime        Minister
Secretariat",14/02/2018,"Rs.35,000/-","35,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
21,One W/Watch (Swiss Military) (By Chrono) (34044),"Mr.  Abdul  Sattar, Gunman,      Prime Minister
Secretariat",14/02/2018,"Rs.35,000/-","35,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
22,One W/Watch (Swiss Military) (By Chrono) (34044),"Mr.             Saghir,
Gunman,      Prime Minister Secretariat",14/02/2018,"Rs.35,000/-","35,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
32,"One     IPad     (NVIDIA
Tegra K1)","Lt.     Col.     Muhammad Haroon,       DMS       to
President",04/04/2017,"RS.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
80,"(a)One Carpet (small).
(b)One  model  of  Horse (white).","Lt.    Col.    Muhammad Haroon,       DMS       to President",05/04/2016,"(a)Rs.5,000/-
(b)Rs.10,000/","5,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
117,"One                W/Watch (Dynasty)  6318G  gents with  Pair  of  Stud,  ball pen & key chain.","Admiral   M.   Zakaullah, Chief of Naval Staff",06/09/2016,"Rs.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
132,One   Coal   Samovar Set,"Mr.          Muhammad Nawaz  Sharif,  Prime Minister of Pakistan",13/11/2015,"Rs.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
36,One carpet,"Mr.    Sohail    Mahmood, Additional       Secretary,
Ministry      of      Foreign Affairs",31/03/2014,"Rs.15,000/-","15,000",,,Rs.1000/-,1000.00,-,,"Amount deposited, gift retained",,,
25,"(a)    One    Leather floor Mat,
(b)Two             floor cushions
(c)      One      camel leather hand bag","Mr.  Fazal  Abbas  Maken, Additional       Secretary, M/o Commerce",12/08/2013,"(a) Rs.5,000/-
(b) Rs.2,000/-
(c) Rs.8,000/-","5,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
33,"(a)          Handmade herati  bottle  with  4 glasses         (b)Two boxes of saffron
(c)  Four  suit  piece (i.e.       handcrafted
cloths   for   Afghani Shalwar Kameez)","Mr.  Asif  Ali  Zardari,  Ex- President of Pakistan",07/10/2013,"(a) Rs.3,000/-
(b) Rs.2,000/-
(c) Rs.10,000/-","3,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
41,"(a)       One       Bed spread/sheet    (with case) (Valeron Jakar NV     TK     Glossary 240x220 TAS)
(b)  One  silver  bowl (with case)","Mr.   Muhammad   Ishaq Dar, Finance Minister",09/10/2013,"(a) Rs.9,000/-
(b) Rs.6,000/-","9,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
140,One Table Clock,"Mr. Sartaj Aziz, Advisor to the Prime Minister",28/11/2016,"Rs.15,000/-","15,000",,,"Rs.1,000/-",1000.00,-,,"Amount deposited, gift retained",,,
282,"a.  A dinner set
b.  A necklace Pearl
c.  A saree","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",08/11/2004,"a.  Rs.5,000/-
b.  Rs.10,000/-
c.  Rs.1,500/-",  Rs,"5,000",,Rs.975/-,975.00,-,,"Amount deposited, gift retained",,,
312,"a.  One shield
b.  One    wrist    watch Tissot Etacnhe 30 M No.L164/264","Mr. Shaukat Aziz, Prime Minister of Pakistan",07/11/2006,"a.  NCV
b.  Rs.16,500/-",  NCV,,,Rs.975/-,975.00,-,,"Amount deposited, gift retained",,,
373,"One       mobile       set
“Huawei (U636)
One   Model  of   Horse (Onyx)","Mr. Shaukat Aziz, Prime Minister of Pakistan",21/12/2006,"a.  Rs.9,000/-
b.  Rs.7,500/-
Total :- Rs.16,500/-",  Rs,"9,000",,Rs.975/-,975.00,-,,"Amount deposited, gift retained",,,
24,a.  One Kettle,"Mr.    Asif    Ali    Zardari,",21/01/2011,"a.  Rs.16,500/-",  Rs,"16,500",,Rs.975/-,975.00,-,,"Amount deposited, gift retained",,,
203,"a.  One shawl
b.  Two caps,
c.  Pair    of    metallic flowers
d.  Model of tree
e.  Framed          clay painting","General         Parvez Musharraf, President of Pakistan",28/07/2003,"a.  Rs.2,000/-
b.  Rs.2,000/-
(each)
c.  Rs.600/-
d.  Rs.8,000/-
e.  Rs.1,500/-",  Rs,"2,000",,Rs.915/-,915.00,-,,"Amount deposited, gift retained",,,
201,One   dinner   set (180 pcs),"General        Parvez         Musharraf, President/     Chief     Executive     of Pakistan",04/09/2002,"Rs.16,000/-","16,000",,,Rs.900/-,900.00,-,,"Amount deposited, gift retained",,,
245,Sony    Cyber    –    Shot DSC-P93 Digital Camera,Admiral   Asaf   Humayun SI(M) DG MTC,18/07/2005,"Rs.16,000/-","16,000",,,Rs.900/-,900.00,-,,"Amount deposited, gift retained",,,
314,One   ball   pen   (Mont Blank),"Mr. Shaukat Aziz, Prime Minister of Pakistan",07/11/2006,"Rs.16,000/-","16,000",,,Rs.900/-,900.00,-,,"Amount deposited, gift retained",,,
47,Two Shawls,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",04/04/2005,"Rs.16,000/-","16,000",,,Rs.900/-,900.00,-,,"Amount deposited, gift retained",,,
363,"a.  A Book
b.  A         table         set (containing   ashtray, pencil   stand,   table
clock,   note   pad   & card holder)","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",26/09/2005,"a.  NCV
b.  Rs.16,000/-",  NCV,,,Rs.900/-,900.00,-,,"Amount deposited, gift retained",,,
47,One Wrist Watch Fendi      (Swiss) (No.016-4500G- 992),"Mr.    Abdul    Sattar,    Minister    for Foreign Affairs",22/03/2002,"Rs.16,000/-","16,000",,,Rs. 900/-,900.00,-,,"Amount deposited, gift retained",,,
130,One Samsung Galaxy Tab-3    Model    SM- T210RZWYXAR,"Mr.    Rizwan    Bashir Khan,         Additional Secretary     M/o     of Planning                 &
Development",26/10/2015,"Rs.14,000/-","14,000",,,Rs.800/-,800.00,-,,"Amount deposited, gift retained",,,
210,One Flower Vase,"For Begum sahiba of
Mr.   Shaukat   Aziz,   Prime Minister of Pakistan",25/04/2007,"Rs.15,000/-","15,000",,,Rs. 750/-,750.00,-,,"Amount deposited, gift retained",,,
370,"One     Wrist     Watch
(Swiss           Military) (20021)","Mr.  Qasim  Khan,  Protocol Officer, Foreign Affairs",10/11/2007,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
416,One      concord      wrist watch,L/NK Zahoor Ahmed valet,23/02/2005,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
52,One   concord   wrist watch Bvlgari,"Syed Afzal Shah, Protocol Officer, Foreign Affairs",10/03/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
147,One     wrist     watch concord,"Maj.     Sher     Ali     Baz, Security Officer",23/06/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
260,One   concord   wrist watch,Mr.   Ali   Imran   Reporter APP,21/10/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
276,One   concord   wrist watch,"Col.      Baber      Mumtaz,
Additional Security Officer to President",02/11/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
152,One    pen    Mont blanc,"Dr.   Tariq   Hassan,
Advisor      to      the Finance Minister",16/04/2003,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
232,"Crystal        Globe
(The     Spirit     of Enterprises)","Mir  Zafarullah  Khan
Jamali,           Prime Minister of Pakistan",13/10/2003,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
241,One  wall  hanging Carpet,"Mir  Zafarullah  Khan
Jamali,           Prime Minister of Pakistan",23/10/2003,"Rs.15,000/-","15,000",,,Rs. 750/-,750.00,-,,"Amount deposited, gift retained",,,
206,One necklace,"Begum  General  Parvez  Musharraf, President/     Chief     Executive     of Pakistan",04/09/2002,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
208,One   replica   of Horse,"General        Parvez         Musharraf, President/     Chief     Executive     of Pakistan",04/09/2002,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
369,Wrist   Watch   (Swiss Military) 20021-ST-IM,"Syed       Abbas       Ahsan, Superintendent  Police,  SP,
Islamabad Police",10/11/2007,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
140,"a.  A wall hanging
b.  A shawl (Pashmina)","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",15/12/2005,"a.  Rs.10,000/-
b.  Rs.5,000/-",  Rs,"10,000",,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
417,One      concord      wrist watch,L/NK    Daudur    Rehman Security guard,23/02/2005,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
53,One   concord   wrist watch Bvlgari,"Mr. Abdul Shaifq, Director General  (Imp),  President
Sectt.",10/03/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
98,One     wrist     watch concord,"Mr.                  Sanaullah, Cameraman",11/05/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
99,One     wrist     watch concord,"Mr.       Afzal       Tanveer, Engineer",11/05/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
146,One     wrist     watch concord,"Lt.  Col.  M.  Samrez  Salik, APS(C)",23/06/2004,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
91,One (small) Carpet,"Mr.  Asif  Ali  Zardari, President of Pakistan",22/07/2010,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
67,"One            decorated Wooden  Window  with Mirror      and      steel
border","Mr.   Khurshid   M.   Kasuri, Foreign Minister",19/02/2007,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
124,"a.  A      Glimpse      of Interior       Lahore
(Wooden         Wall Hanging)
b.  Bed    Sheet    with Two  Pillow  &  Two
Cushion","Mr.   Shaukat   Aziz,   Prime Minister of Pakistan
Begum Prime Minister",20/03/2007,"a.  Rs.10,000/-
b.  Rs.5,000/-",  Rs,"10,000",,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
305,"One    Camera    Sony Cyber-Shot       Digital Still   Camera   (DSC- S650,  two  leads,  two Sony   Battery   Cells, One CD. Brochure and
Dori)","Mr.     M.     Akram     Malik, Secretary, Economic Affairs Division",25/07/2007,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
371,"One     Wrist     Watch (Tissot) (S762N862NQKCBB89
052)","Mr. Muhammad Tufail Qazi, Protocol    Officer,    Foreign Affairs",10/11/2007,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
372,"One     Wrist     Watch (Tissot) (S762N862NQKOBB8
9252)","Mr.        Salim        Ibrahim, Assistant   Protocol   Officer, Foreign Affairs",10/11/2007,"Rs.15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
10,"a.  One shield
b.  One carpet","Mr. Shaukat Aziz, Prime Minister of Pakistan",07/01/2006,"a.  NCV
b.  Rs.15,000/-",  NCV,,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
20,Crystal show piece,"Minister  for  Food,  Agri. & Livestock",17/01/2006,"Rs. 15,000/-","15,000",,,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
23,"a.  One  Golf  Stick  +
Four Golf Balls
b.  One   Book,   “Golf Courses of the PGA Tours”","Mr. Shaukat Aziz, Prime Minister of Pakistan",30/01/2006,"a.  Rs.15,000/
b.  NCV",  Rs,"15,000",,Rs.750/-,750.00,-,,"Amount deposited, gift retained",,,
